score,file,issues,path
17,data/entries/L3_materials_technology/l3-tech-small-engine-repair.md,"51 table lines (renders as pipe characters) | 649 content lines (max 150, ~59 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-small-engine-repair.md
16,data/entries/L1_immediate_survival/l1-documentation-methods.md,"title 46 chars (max 25): ""Documentation Methods: External Memory S"" | 1 table lines (renders as pipe characters) | 463 content lines (max 150, ~42 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-documentation-methods.md
16,data/entries/L3_materials_technology/l3-tech-antenna-construction.md,"44 table lines (renders as pipe characters) | 580 content lines (max 150, ~52 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-antenna-construction.md
16,data/entries/L3_materials_technology/l3-tech-battery-maintenance.md,"29 table lines (renders as pipe characters) | 560 content lines (max 150, ~50 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-battery-maintenance.md
16,data/entries/L3_materials_technology/l3-tech-circuit-salvage.md,"66 table lines (renders as pipe characters) | 560 content lines (max 150, ~50 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-circuit-salvage.md
16,data/entries/L3_materials_technology/l3-tech-emergency-comms.md,"57 table lines (renders as pipe characters) | 588 content lines (max 150, ~53 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-emergency-comms.md
16,data/entries/L3_materials_technology/l3-tech-soldering.md,"title 30 chars (max 25): ""Electronics Basics - Soldering"" | 54 table lines (renders as pipe characters) | 495 content lines (max 150, ~45 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-soldering.md
15,data/entries/L3_materials_technology/l3-tech-battery-bank.md,"31 table lines (renders as pipe characters) | 538 content lines (max 150, ~48 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-battery-bank.md
15,data/entries/L3_materials_technology/l3-tech-inverters.md,"54 table lines (renders as pipe characters) | 503 content lines (max 150, ~45 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-inverters.md
15,data/entries/L3_materials_technology/l3-tech-mesh-networks.md,"17 table lines (renders as pipe characters) | 547 content lines (max 150, ~49 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-mesh-networks.md
15,data/entries/L3_materials_technology/l3-tech-multimeter.md,"91 table lines (renders as pipe characters) | 541 content lines (max 150, ~49 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-multimeter.md
15,data/entries/L3_materials_technology/l3-tech-radio-basics.md,"89 table lines (renders as pipe characters) | 500 content lines (max 150, ~45 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-radio-basics.md
15,data/entries/L3_materials_technology/l3-tech-solar-wiring.md,"32 table lines (renders as pipe characters) | 548 content lines (max 150, ~49 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-solar-wiring.md
15,data/entries/L5_community_knowledge/l4-community-leadership-selection.md,"24 table lines (renders as pipe characters) | 522 content lines (max 150, ~47 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_community_knowledge/l4-community-leadership-selection.md
14,data/entries/L1_immediate_survival/l1-children-water-safety.md,"title 51 chars (max 25): ""Child Water Safety - Drowning Prevention"" | 619 content lines (max 150, ~56 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-children-water-safety.md
14,data/entries/L2_food_biology/l2-fishing-alaska-species.md,"title 46 chars (max 25): ""Alaska Fish Species - Identification & H"" | 22 table lines (renders as pipe characters) | 351 content lines (max 150, ~31 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fishing-alaska-species.md
14,data/entries/L2_food_biology/l2-hunting-butchering-improvised.md,"title 65 chars (max 25): ""Improvised Butchering - Primitive Proces"" | 7 table lines (renders as pipe characters) | 358 content lines (max 150, ~32 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-butchering-improvised.md
14,data/entries/L2_food_biology/l2-trapping-advanced.md,"title 49 chars (max 25): ""Advanced Trapping - Humane & Effective T"" | 17 table lines (renders as pipe characters) | 351 content lines (max 150, ~31 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-trapping-advanced.md
14,data/entries/L3_materials_technology/l3-tech-charge-controllers.md,"30 table lines (renders as pipe characters) | 479 content lines (max 150, ~43 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-charge-controllers.md
13,data/entries/L1_immediate_survival/l1-children-disaster-response.md,"title 58 chars (max 25): ""Children in Disasters - Psychological Re"" | 572 content lines (max 150, ~52 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-children-disaster-response.md
13,data/entries/L1_immediate_survival/l1-medical-medication-storage.md,"title 32 chars (max 25): ""Medication Storage and Stability"" | 595 content lines (max 150, ~54 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-medication-storage.md
13,data/entries/L1_immediate_survival/l1-medical-pain-management.md,"652 content lines (max 150, ~59 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-pain-management.md
13,data/entries/L2_food_biology/l2-hunting-bow-basics.md,"title 44 chars (max 25): ""Bow Hunting Basics - Silent Survival Hun"" | 7 table lines (renders as pipe characters) | 341 content lines (max 150, ~31 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-bow-basics.md
13,data/entries/L2_food_biology/l2-hunting-large-game-shot-placement.md,"title 41 chars (max 25): ""Large Game Shot Placement - Ethical Kill"" | 10 table lines (renders as pipe characters) | 322 content lines (max 150, ~29 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-large-game-shot-placement.md
13,data/entries/L2_food_biology/l2-plants-alaska-comprehensive.md,"title 48 chars (max 25): ""Alaska Edible Plants - Comprehensive Fie"" | 15 table lines (renders as pipe characters) | 338 content lines (max 150, ~30 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-alaska-comprehensive.md
13,data/entries/L2_food_biology/l2-regional-southeast-overview.md,"title 36 chars (max 25): ""Southeast US Regional Survival Guide"" | 40 table lines (renders as pipe characters) | 332 content lines (max 150, ~30 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-regional-southeast-overview.md
13,data/entries/L2_food_biology/l2-urban-foraging-city-plants.md,"title 38 chars (max 25): ""Urban Foraging - City Plants and Trees"" | 8 table lines (renders as pipe characters) | 302 content lines (max 150, ~27 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-urban-foraging-city-plants.md
13,data/entries/L3_materials_technology/l3-tech-propagation.md,"37 table lines (renders as pipe characters) | 405 content lines (max 150, ~36 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-propagation.md
13,data/entries/L3_materials_technology/l3-tools-general-fabrication.md,"title 54 chars (max 25): ""General Fabrication: Making Custom Tools"" | 595 content lines (max 150, ~54 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tools-general-fabrication.md
12,data/entries/L1_immediate_survival/l1-accessibility-cognitive-disabilities.md,"title 44 chars (max 25): ""Cognitive Disabilities: Survival Adaptat"" | 516 content lines (max 150, ~46 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-accessibility-cognitive-disabilities.md
12,data/entries/L1_immediate_survival/l1-accessibility-hearing-impairments.md,"title 41 chars (max 25): ""Hearing Impairments: Survival Adaptation"" | 531 content lines (max 150, ~48 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-accessibility-hearing-impairments.md
12,data/entries/L1_immediate_survival/l1-knots-comprehensive.md,"## too long (25ch): ""Clove Hitch — Pole Attach"" | ## too long (27ch): ""Sheet Bend — Join Two Ropes"" | ## too long (28ch): ""Taut-Line Hitch — Adjustable"" | ## too long (24ch): ""Prusik — Friction Safety""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-knots-comprehensive.md
12,data/entries/L1_immediate_survival/l1-medical-wound-closure-advanced.md,"638 content lines (max 150, ~58 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-wound-closure-advanced.md
12,data/entries/L1_immediate_survival/l1-mental-health-rituals-celebrations.md,"title 54 chars (max 25): ""Rituals & Celebrations: Marking Time, Cr"" | 537 content lines (max 150, ~48 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-rituals-celebrations.md
12,data/entries/L1_immediate_survival/l1-urban-navigation-griddown.md,"title 46 chars (max 25): ""Urban Navigation Grid-Down - No GPS Wayf"" | 501 content lines (max 150, ~45 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-navigation-griddown.md
12,data/entries/L1_immediate_survival/l1-urban-scavenging-guide.md,"title 48 chars (max 25): ""Urban Scavenging Guide - Safe Salvage Op"" | 511 content lines (max 150, ~46 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-scavenging-guide.md
12,data/entries/L2_food_biology/l2-hunting-game-preservation-alaska.md,"title 38 chars (max 25): ""Game Preservation in Alaska Wilderness"" | 16 table lines (renders as pipe characters) | 261 content lines (max 150, ~23 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-game-preservation-alaska.md
12,data/entries/L2_food_biology/l2-hunting-large-game-field-dressing.md,"title 48 chars (max 25): ""Large Game Field Dressing - Moose, Carib"" | 10 table lines (renders as pipe characters) | 279 content lines (max 150, ~25 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-large-game-field-dressing.md
12,data/entries/L2_food_biology/l2-plants-alaska-wild-potato.md,"title 54 chars (max 25): ""Alaska Wild Potato - Identification & De"" | 11 table lines (renders as pipe characters) | 256 content lines (max 150, ~23 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-alaska-wild-potato.md
12,data/entries/L2_food_biology/l2-plants-deadly-lookalikes.md,"title 49 chars (max 25): ""Deadly Plant Lookalikes - When Edible Pl"" | 21 table lines (renders as pipe characters) | 295 content lines (max 150, ~26 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-deadly-lookalikes.md
12,data/entries/L4_agriculture_labor/l4-agriculture-animal-husbandry-rabbits.md,"36 table lines (renders as pipe characters) | 365 content lines (max 150, ~33 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-animal-husbandry-rabbits.md
12,data/entries/L5_civilization_memory/l5-metallurgy-blacksmithing.md,"11 table lines (renders as pipe characters) | 358 content lines (max 150, ~32 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-metallurgy-blacksmithing.md
12,data/entries/L5_community_knowledge/l4-community-conflict-resolution.md,"17 table lines (renders as pipe characters) | 375 content lines (max 150, ~34 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_community_knowledge/l4-community-conflict-resolution.md
11,data/entries/L1_immediate_survival/l1-accessibility-caregiver-support.md,"title 46 chars (max 25): ""Caregiver Support: Techniques & Sustaina"" | 488 content lines (max 150, ~44 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-accessibility-caregiver-support.md
11,data/entries/L1_immediate_survival/l1-accessibility-chronic-conditions.md,"title 39 chars (max 25): ""Chronic Conditions: Survival Management"" | 488 content lines (max 150, ~44 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-accessibility-chronic-conditions.md
11,data/entries/L1_immediate_survival/l1-medical-antibiotic-guide.md,"562 content lines (max 150, ~51 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-antibiotic-guide.md
11,data/entries/L1_immediate_survival/l1-medical-gunshot-wound.md,"571 content lines (max 150, ~51 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-gunshot-wound.md
11,data/entries/L1_immediate_survival/l1-mental-health-art-crafts.md,"title 41 chars (max 25): ""Art & Crafts: Creating Beauty as Surviva"" | 466 content lines (max 150, ~42 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-art-crafts.md
11,data/entries/L1_immediate_survival/l1-mental-health-planning-systems.md,"title 47 chars (max 25): ""Planning Systems: Survive Today, Build T"" | 484 content lines (max 150, ~44 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-planning-systems.md
11,data/entries/L1_immediate_survival/l1-mental-health-storytelling.md,"title 53 chars (max 25): ""Storytelling & Oral Tradition: Memory Wi"" | 453 content lines (max 150, ~41 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-storytelling.md
11,data/entries/L1_immediate_survival/l1-urban-crowd-dynamics.md,"title 35 chars (max 25): ""Crowd Dynamics and Crush Prevention"" | 494 content lines (max 150, ~44 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-crowd-dynamics.md
11,data/entries/L1_immediate_survival/l1-urban-highrise-evacuation.md,"title 41 chars (max 25): ""High-Rise Evacuation - Multi-Story Escap"" | 482 content lines (max 150, ~43 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-highrise-evacuation.md
11,data/entries/L1_immediate_survival/l1-urban-structural-assessment.md,"title 51 chars (max 25): ""Building Structural Assessment - Damage "" | 468 content lines (max 150, ~42 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-structural-assessment.md
11,data/entries/L2_nutrition/l2-food-allergies-anaphylaxis.md,"title 39 chars (max 25): ""Food Allergies & Anaphylaxis Management"" | 8 table lines (renders as pipe characters) | 203 content lines (max 150, ~18 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_nutrition/l2-food-allergies-anaphylaxis.md
11,data/entries/L3_materials_technology/l3-tech-solar-panel-basics.md,"47 table lines (renders as pipe characters) | 335 content lines (max 150, ~30 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tech-solar-panel-basics.md
11,data/entries/L4_agriculture_labor/l4-agriculture-animal-husbandry-chickens.md,"21 table lines (renders as pipe characters) | 315 content lines (max 150, ~28 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-animal-husbandry-chickens.md
11,data/entries/L4_agriculture_labor/l4-agriculture-animal-husbandry-goats.md,"31 table lines (renders as pipe characters) | 340 content lines (max 150, ~30 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-animal-husbandry-goats.md
11,data/entries/L4_agriculture_labor/l4-agriculture-crop-rotation.md,"28 table lines (renders as pipe characters) | 307 content lines (max 150, ~27 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-crop-rotation.md
11,data/entries/L5_civilization_memory/l5-materials-rope-cordage.md,"15 table lines (renders as pipe characters) | 334 content lines (max 150, ~30 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-materials-rope-cordage.md
11,data/entries/L5_civilization_memory/l5-metallurgy-bloomery-iron.md,"14 table lines (renders as pipe characters) | 307 content lines (max 150, ~27 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-metallurgy-bloomery-iron.md
11,data/entries/L5_civilization_memory/l5-metallurgy-bronze-casting.md,"15 table lines (renders as pipe characters) | 343 content lines (max 150, ~31 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-metallurgy-bronze-casting.md
10,data/entries/L1_immediate_survival/l1-accessibility-mobility-adaptations.md,"title 33 chars (max 25): ""Mobility Adaptations for Survival"" | 435 content lines (max 150, ~39 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-accessibility-mobility-adaptations.md
10,data/entries/L1_immediate_survival/l1-accessibility-visual-impairments.md,"title 40 chars (max 25): ""Visual Impairments: Survival Adaptations"" | 448 content lines (max 150, ~40 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-accessibility-visual-impairments.md
10,data/entries/L1_immediate_survival/l1-device-maintenance-apocapocket.md,"title 42 chars (max 25): ""ApocaPocket Device Maintenance & Longevi"" | 446 content lines (max 150, ~40 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-device-maintenance-apocapocket.md
10,data/entries/L1_immediate_survival/l1-medical-pediatric-cpr.md,"502 content lines (max 150, ~45 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-pediatric-cpr.md
10,data/entries/L1_immediate_survival/l1-mental-health-exercise-movement.md,"title 55 chars (max 25): ""Exercise & Movement: Physical Action as "" | 409 content lines (max 150, ~37 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-exercise-movement.md
10,data/entries/L1_immediate_survival/l1-mental-health-hygiene-grooming.md,"title 41 chars (max 25): ""Hygiene & Grooming: Self-Care as Surviva"" | 413 content lines (max 150, ~37 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-hygiene-grooming.md
10,data/entries/L1_immediate_survival/l1-mental-health-literacy-circles.md,"title 53 chars (max 25): ""Literacy Circles: Reading, Writing, Lear"" | 411 content lines (max 150, ~37 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-literacy-circles.md
10,data/entries/L4_agriculture_labor/l4-agriculture-food-forests.md,"35 table lines (renders as pipe characters) | 284 content lines (max 150, ~25 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-food-forests.md
10,data/entries/L4_agriculture_labor/l4-agriculture-grain-processing.md,"8 table lines (renders as pipe characters) | 260 content lines (max 150, ~23 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-grain-processing.md
10,data/entries/L4_agriculture_labor/l4-agriculture-seed-saving.md,"24 table lines (renders as pipe characters) | 1 lines with italic (*text* — no italic font) | 195 content lines (max 150, ~17 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-seed-saving.md
10,data/entries/L4_tools_rebuilding/l4-education-teaching-without-schools.md,"8 table lines (renders as pipe characters) | 266 content lines (max 150, ~24 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_tools_rebuilding/l4-education-teaching-without-schools.md
10,data/entries/L5_civilization_memory/l5-materials-charcoal-production.md,"16 table lines (renders as pipe characters) | 295 content lines (max 150, ~26 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-materials-charcoal-production.md
10,data/entries/L5_civilization_memory/l5-materials-glassmaking.md,"16 table lines (renders as pipe characters) | 289 content lines (max 150, ~26 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-materials-glassmaking.md
10,data/entries/L5_civilization_memory/l5-materials-pottery-ceramics.md,"8 table lines (renders as pipe characters) | 276 content lines (max 150, ~25 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_civilization_memory/l5-materials-pottery-ceramics.md
9,data/entries/L1_immediate_survival/l1-children-poisoning-prevention.md,"title 38 chars (max 25): ""Childproofing and Poisoning Prevention"" | 369 content lines (max 150, ~33 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-children-poisoning-prevention.md
9,data/entries/L1_immediate_survival/l1-medical-iv-fluid-administration.md,"457 content lines (max 150, ~41 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-iv-fluid-administration.md
9,data/entries/L1_immediate_survival/l1-medical-nasopharyngeal-airway.md,"456 content lines (max 150, ~41 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-nasopharyngeal-airway.md
9,data/entries/L1_immediate_survival/l1-medical-overview.md,"## too long (25ch): ""Life-Threatening Bleeding"" | ## too long (25ch): ""Environmental Emergencies"" | ## too long (24ch): ""Envenomation / Poisoning""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-overview.md
9,data/entries/L1_immediate_survival/l1-mental-health-fermentation-brewing.md,"title 52 chars (max 25): ""Fermentation & Brewing: Morale, Nutritio"" | 398 content lines (max 150, ~36 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-fermentation-brewing.md
9,data/entries/L1_immediate_survival/l1-mental-health-humor-laughter.md,"title 37 chars (max 25): ""Humor & Laughter: The Survival Reflex"" | 380 content lines (max 150, ~34 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-humor-laughter.md
9,data/entries/L1_immediate_survival/l1-mental-health-music-instruments.md,"title 44 chars (max 25): ""Music & Instrument Making: Sound as Surv"" | 393 content lines (max 150, ~35 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-music-instruments.md
9,data/entries/L1_immediate_survival/l1-strategy-mental-health-acute.md,"title 54 chars (max 25): ""Mental Health Crisis — Acute Interventio"" | 391 content lines (max 150, ~35 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-strategy-mental-health-acute.md
9,data/entries/L4_agriculture_labor/l4-agriculture-composting.md,"40 table lines (renders as pipe characters) | 245 content lines (max 150, ~22 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_agriculture_labor/l4-agriculture-composting.md
8,data/entries/L1_immediate_survival/l1-medical-infant-care-basics.md,"442 content lines (max 150, ~40 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-infant-care-basics.md
8,data/entries/L1_immediate_survival/l1-mental-health-knowledge-retention.md,"title 43 chars (max 25): ""Knowledge Retention: Keeping What You Le"" | 303 content lines (max 150, ~27 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-knowledge-retention.md
8,data/entries/L1_immediate_survival/l1-urban-apartment-fortification.md,"title 40 chars (max 25): ""Apartment Fortification - Security Zones"" | 326 content lines (max 150, ~29 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-apartment-fortification.md
7,data/entries/L1_immediate_survival/l1-mental-health-games-without-electronics.md,"title 62 chars (max 25): ""Games Without Electronics: Psychological"" | 292 content lines (max 150, ~26 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-games-without-electronics.md
7,data/entries/L1_immediate_survival/l1-strategy-first-24-hours.md,"title 39 chars (max 25): ""First 24 Hours — Priority Decision Tree"" | 291 content lines (max 150, ~26 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-strategy-first-24-hours.md
7,data/entries/L1_immediate_survival/l1-urban-water-sources.md,"title 42 chars (max 25): ""Urban Water Sources - Emergency Extracti"" | 260 content lines (max 150, ~23 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-urban-water-sources.md
